Accession.Number,Genes,Protein.Description,Gan_b4_1,Gan_b4_2,Gan_b4_3,Gan_b4_4,Gan_b4_5,Gan_b4_6,Gan_b4_7,Gan_b4_8,Gan_b4_9,Gan_b4_10,Gan_b4_11,Gan_b4_12,Gan_b4_13,Gan_b4_15,Gan_b4_16,Gan_b4_17,Gan_b4_18
Q9H9Y6,POLR1B,DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens OX=9606 GN=POLR1B PE=1 SV=2,133535.1831,127518.3123,132946.299,136214.2063,117318.2601,134035.7336,120529.2332,145332.1624,135940.1788,125758.0346,118953.1648,119969.081,138086.8641,111742.4987,116209.1696,136620.6637,129691.8562
Q9P2E9,RRBP1,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,117630.5852,131387.6379,127062.9408,132135.2428,123792.0825,132132.7663,134038.9923,142847.4468,144408.9927,136354.3689,143967.8442,146301.682,134866.7042,168258.2414,166381.2159,159516.7808,149118.7235
P49406,MRPL19,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",285889.846,291247.3081,267544.804,290878.5677,294446.6961,309409.7246,305463.811,269646.9799,254568.1476,289663.2773,271173.6636,303052.8753,282214.9413,272651.1755,310803.1974,295638.7022,291304.3178
P81274,GPSM2,G-protein-signaling modulator 2 OS=Homo sapiens OX=9606 GN=GPSM2 PE=1 SV=3,,435378.0926,,,343015.2494,,,625886.8544,,,,,275619.2199,465291.585,503850.3874,376062.6444,320008.4355
O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,117711.3847,85780.35048,166832.2489,102328.1736,79546.95358,96937.45426,87457.54282,89735.2647,64661.80412,89665.61061,78769.39639,82278.39779,85200.5569,92928.42332,117189.4852,115563.6628,102389.494
Q9NPL8,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial OS=Homo sapiens OX=9606 GN=TIMMDC1 PE=1 SV=2",196758.4214,219216.3905,200490.0828,211300.4582,209389.0147,196185.95,203807.4905,201309.5878,209600.1596,222802.9455,190026.5794,215394.1161,208565.9058,234515.6124,206526.3706,188936.0623,196721.5102
Q08AE8,SPIRE1,Protein spire homolog 1 OS=Homo sapiens OX=9606 GN=SPIRE1 PE=1 SV=3,130168.7335,122838.2407,123197.7425,128434.8971,128087.0734,153264.4676,144074.8927,157874.2998,138706.561,117842.9287,135331.9646,104804.0643,128636.9112,122070.1645,127983.1722,137618.1057,136504.6016
P02656,APOC3,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1,2954300.637,3842725.107,3061927.166,3245877.112,4140204.69,5673163.904,6081497.293,5774804.377,6035671.912,5333285.151,2538656.465,3794095.297,3797314.238,8142881.32,7557746.745,6764677.636,5065982.947
Q08209,PPP3CA,Protein phosphatase 3 catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1,519269.2827,439454.922,472322.3782,492655.318,439516.0594,448732.4639,494400.7684,534092.265,535978.6469,398031.7859,605925.426,489118.1229,456826.1068,463167.3703,344037.6881,499455.2842,432934.7457
Q15717,ELAVL1,ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,853081.6378,893618.1298,885739.1946,866626.5949,904719.7122,810322.3627,830668.865,822302.4946,749723.9659,1062195.149,1052222.861,966068.4144,1031197.046,845973.1386,833213.9366,934290.524,913278.652
Q9Y2E4,DIP2C,Disco-interacting protein 2 homolog C OS=Homo sapiens OX=9606 GN=DIP2C PE=1 SV=2,166287.3757,159672.512,166090.9903,167882.3183,169420.7352,225663.5426,240075.6861,222988.3889,246750.4585,151799.2177,193587.4524,167228.6977,162391.4055,248947.982,222647.7327,243845.0896,237518.9105
Q9UPV9,TRAK1,Trafficking kinesin-binding protein 1 OS=Homo sapiens OX=9606 GN=TRAK1 PE=1 SV=1,188523.9619,212303.6435,,210833.7669,188457.2054,204188.9926,181612.5871,211153.4034,219092.6734,170931.9713,193360.4232,215280.8997,160175.3608,244230.7569,206561.8026,211604.6771,142466.2458
P56545,CTBP2,C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1,407771.0222,427837.715,388454.2741,389182.4019,421610.0451,431491.9055,389994.0141,390337.2377,330855.6165,373258.0398,347105.7587,355874.3901,382503.7019,359687.1515,415068.6891,373255.0671,377918.7703
Q9NPF5,DMAP1,DNA methyltransferase 1-associated protein 1 OS=Homo sapiens OX=9606 GN=DMAP1 PE=1 SV=1,154961.6623,155520.9973,161256.6331,152705.1508,159778.5964,164275.7548,128241.0996,150865.9432,159960.0376,170993.7555,127106.771,166184.8026,155827.8107,168683.0252,158691.4319,137956.9746,157403.2763
Q9BRP1,PDCD2L,Programmed cell death protein 2-like OS=Homo sapiens OX=9606 GN=PDCD2L PE=1 SV=1,59069.61936,51827.78223,69373.47297,51130.118,53206.9262,61543.4227,,67989.16306,60310.14361,,,41271.00587,62752.85492,51641.56762,63865.523,68684.76099,52738.69711
Q9BRL6,SRSF8,Serine/arginine-rich splicing factor 8 OS=Homo sapiens OX=9606 GN=SRSF8 PE=1 SV=1,124830.2208,154879.106,163249.3385,119647.3149,155998.8378,135181.1343,98685.69922,118512.2837,97346.92586,159956.402,141020.5615,123689.0109,132094.4434,107005.5281,100114.5486,97241.13384,116938.1948
Q9Y2K5,R3HDM2,R3H domain-containing protein 2 OS=Homo sapiens OX=9606 GN=R3HDM2 PE=1 SV=3,43995.82257,47286.9503,38063.43627,49716.6232,38454.94143,24021.99592,25815.14301,37232.38839,52812.22176,41916.63663,51203.033,37991.13412,41265.93504,33074.18451,23692.12291,27980.98986,18247.38161
Q7KZ85,SUPT6H,Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2,215697.0096,234070.567,245711.0187,238446.9544,240653.5475,225349.0808,219665.448,207463.0214,200914.3215,255804.1395,226081.6219,212193.4635,242253.3021,217241.8201,213965.94,205179.8549,211950.0462
Q14139,UBE4A,Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2,149491.2119,157632.3483,172016.2048,157242.6596,155657.7556,123924.1669,133267.6716,150655.7755,159191.1232,163484.3069,169972.9725,150086.4553,151426.8829,158761.021,126888.9119,143449.0964,144711.6876
Q9Y520,PRRC2C,Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4,73679.97646,70222.75441,74474.91699,77507.04851,72010.22928,54199.53223,84261.47879,83158.07318,92941.63635,52795.33891,110218.7672,72978.62582,65175.01638,60332.06867,72658.98541,66932.78481,50213.34434
Q5U4P2,ASPHD1,Aspartate beta-hydroxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ASPHD1 PE=1 SV=3,344436.7798,375501.0874,364599.3895,386460.195,361995.0602,317704.5575,248928.0808,305972.8303,270076.6671,359989.28,399642.3894,372466.6695,384660.8361,209397.7943,,171638.2023,256318.4432
P46199,MTIF2,"Translation initiation factor IF-2, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF2 PE=1 SV=2",321421.5492,316832.3417,323149.6593,324677.8872,302774.8621,344162.5169,300370.8833,281924.9549,285168.4716,305473.6249,259433.8349,310709.5738,277643.3248,309857.9783,291423.1579,283950.8668,287936.2332
O00629,KPNA4,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,248584.8623,342220.0686,290504.9166,252307.9964,247230.9654,245730.9633,287416.7429,326527.4877,289552.8166,278714.4605,262993.6663,263830.8921,264160.5274,290380.2898,324772.0706,288404.533,347761.627
P20337,RAB3B,Ras-related protein Rab-3B OS=Homo sapiens OX=9606 GN=RAB3B PE=1 SV=2,222562.9412,223888.2019,236933.0049,231305.3789,204030.9472,215990.5152,253859.1455,254916.148,311703.7671,199172.9493,281273.107,249304.3387,208564.0019,263540.3152,228949.5065,272366.9327,218961.0329
Q9BZF3,OSBPL6,Oxysterol-binding protein-related protein 6 OS=Homo sapiens OX=9606 GN=OSBPL6 PE=1 SV=1,177904.4497,152354.0789,196237.5845,161833.1758,197915.372,190052.0913,206621.3731,175539.8039,193843.0776,150109.1157,186585.4405,170720.8785,179597.8271,194137.1369,184042.0199,198704.0793,199904.8841
O43639,NCK2,Cytoplasmic protein NCK2 OS=Homo sapiens OX=9606 GN=NCK2 PE=1 SV=2,229895.6942,225305.3811,243449.1242,231984.8578,207606.0642,176637.0074,205382.2617,200411.9959,237603.2172,211710.8914,273850.1301,224869.7393,238053.2096,220892.931,182580.4918,226274.9401,209687.5849
Q9UFC0,LRWD1,Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRWD1 PE=1 SV=2,224234.1723,250076.8854,227850.4864,241684.6531,244366.4949,250992.0373,210182.6991,216277.4101,192811.7264,224658.9342,200928.2929,194229.3423,217984.1043,194137.6967,227675.3679,199821.8415,220955.8289
O00479,HMGN4,High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3,59796.62153,86834.47143,84852.11588,111760.3807,125523.3787,66813.27282,117572.9445,143288.3767,101927.8729,92074.67823,103393.4939,86800.21797,117208.7147,175267.6925,131551.6078,123403.5656,63097.22864
Q5JU85,IQSEC2,IQ motif and SEC7 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=IQSEC2 PE=1 SV=2,84698.84407,80785.81723,86479.49242,79970.01151,64423.45105,69512.00678,98424.51378,84625.84947,101865.5732,67378.35215,104001.2956,77780.63136,72891.46015,86257.26487,46454.00589,96555.57697,82032.03256
Q8IVS2,MCAT,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens OX=9606 GN=MCAT PE=1 SV=2",191774.6543,210166.2035,213163.8803,216747.5837,243527.1809,231619.9731,222018.4337,216638.0173,186663.7023,219893.5871,205942.1757,203978.3063,199256.7297,181603.9328,222006.4144,195336.4612,235048.8139
Q8N9I9,DTX3,Probable E3 ubiquitin-protein ligase DTX3 OS=Homo sapiens OX=9606 GN=DTX3 PE=1 SV=2,229741.4626,191957.3359,228704.6479,234825.5471,227240.3477,231446.1646,238146.7162,260137.5568,267194.2415,207968.1913,275883.1999,224157.0455,223427.3797,243317.3768,224594.9463,264894.279,237181.7697
P51151,RAB9A,Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1,269819.0342,279993.2409,282197.1936,265298.1151,235624.1445,268709.6179,218759.7776,239838.6762,209430.9404,242257.6738,233722.3735,260048.6657,244240.3345,235159.1879,252446.8132,244064.9525,225080.8015
Q14964,RAB39A,Ras-related protein Rab-39A OS=Homo sapiens OX=9606 GN=RAB39A PE=1 SV=2,191568.8679,188355.861,192935.6254,192442.1784,189920.1185,194938.478,160733.8915,179018.3896,196059.1068,176661.566,180930.6044,189566.3463,192685.4013,176761.129,183684.5534,188697.2484,180163.4333
P49902,NT5C2,Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1,252050.8869,250808.996,257143.8983,249591.7115,226418.8177,245710.2199,257871.4876,281360.9128,319005.8522,235921.841,261199.4973,284484.1264,238974.7962,316388.6345,254682.4787,255992.6255,256680.9611
P18085,ARF4,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,727340.0762,759624.9862,702463.3908,684012.6994,704830.4685,756429.1081,732891.7481,737729.3563,705825.362,550860.0566,483885.6248,727170.7381,563394.3988,798900.6015,877208.396,803633.2552,770794.4109
P48506,GCLC,Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=2,147022.7519,140926.0606,143603.6402,144067.2992,145407.6498,147493.6221,162211.7116,149740.7931,159057.6863,143532.7013,158910.6737,148782.3439,147719.4336,143670.4296,129877.5843,140664.886,149449.8155
Q6P4A7,SFXN4,Sideroflexin-4 OS=Homo sapiens OX=9606 GN=SFXN4 PE=1 SV=1,205874.9558,208842.5523,196678.0485,195440.639,200931.6285,207269.7612,205056.8333,210397.693,181842.9086,202995.1573,202106.4782,183744.228,191165.9498,183897.2436,193141.3237,189482.5419,198537.0252
P49959,MRE11,Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3,273801.5352,279783.1494,263576.7325,261811.6283,283800.9848,289801.0949,247842.6432,267627.6898,226068.3781,294868.8054,231650.7889,244940.3027,290089.1981,253174.6102,274865.5531,239972.6485,265858.1752
P49720,PSMB3,Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2,698300.2918,703266.9895,773017.72,735496.3442,672086.1741,718274.8646,820536.699,841880.0798,1014922.721,602426.7137,847035.1625,799559.4215,738834.6976,898842.8922,666578.4748,902366.2413,840770.1853
P62805,H4C1,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,5234765.046,5495427.443,5423166.074,5350864.128,5819209.276,5308519.532,4640790.048,4655528.573,3808605.226,7011600.221,5835885.532,5322212.838,6677674.334,4469288.22,5051700.945,4630634.941,5412063.14
Q13425,SNTB2,Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1,119435.1983,107585.8092,112832.2175,108928.9467,103377.4464,112597.0801,,,,74550.71817,95961.62182,80531.47738,110711.8129,63594.1644,144129.5208,112508.9885,117106.5305
O15079,SNPH,Syntaphilin OS=Homo sapiens OX=9606 GN=SNPH PE=1 SV=2,102141.5166,79409.24756,84545.75535,83694.67732,68099.12142,64664.79033,70948.71281,71027.59249,97798.43849,57213.83599,120507.6314,87920.40216,76453.67019,75545.14598,56628.23504,73984.47244,61658.18193
O75683,SURF6,Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,77346.67186,70886.68088,71616.27446,64287.63154,63880.43604,33650.83935,,53447.79259,68766.4691,88258.59313,65115.2946,84020.82464,72652.96371,49662.94448,46990.4455,47558.59288,41367.27629
Q6UXV4,APOOL,MICOS complex subunit MIC27 OS=Homo sapiens OX=9606 GN=APOOL PE=1 SV=1,303205.0675,311548.6047,315979.7558,308536.6347,302894.3969,295524.6763,295507.0195,318955.0621,306011.3398,331806.5338,332571.3443,338873.0933,333932.0498,306724.8747,302173.8793,297492.9615,287609.5061
Q96HE7,ERO1A,ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,308661.2672,301598.7931,307656.1678,301918.5649,298217.1414,317618.5197,321968.216,296186.7711,308541.9139,293099.5637,294460.6882,322027.0058,284997.6277,297969.5869,298684.3558,328419.7869,294948.515
P42285,MTREX,Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,231135.5498,248559.7655,227611.5551,239697.6393,246616.1151,236059.6262,212740.6005,221911.6541,211594.7365,247084.9606,220626.7246,234136.0308,243872.5316,226304.0644,228671.7411,201253.3978,221925.7443
P60174,TPI1,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,1889916.239,1554743.71,1788679.718,1662298.137,1547848.854,1811971.797,2166541.701,2110498.737,2335459.473,1299014.402,1784516.092,1601400.504,1473583.958,2091643.814,1617544.621,2203915.469,1925604.877
Q9Y508,RNF114,E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens OX=9606 GN=RNF114 PE=1 SV=1,216276.0676,189599.7183,203622.7279,194723.2929,206247.2775,186118.9032,191456.8689,184674.7789,195037.4955,193762.296,189082.5951,189316.4213,191332.8837,183065.9581,192100.385,218297.4489,211794.6696
P61916,NPC2,NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1,294448.2585,277465.21,272655.2511,296035.2218,288714.7702,267901.5105,257608.6202,257263.6454,270542.6253,267797.4495,172336.8997,256511.9665,226784.9151,219272.7154,230431.9462,212891.833,217143.0075
Q9H9A6,LRRC40,Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,443062.5463,437449.2048,443674.378,430733.8233,416120.202,412682.8645,421528.8255,438793.3025,458438.9172,429605.7478,441707.5725,428784.142,441427.1485,457388.4882,428016.0408,445510.6749,439725.3713
P21741,MDK,Midkine OS=Homo sapiens OX=9606 GN=MDK PE=1 SV=1,507085.1675,461869.3034,507936.2189,494611.1578,674839.9023,2990476.2,2850349.05,3133037.191,2731828.063,896011.2371,401775.2364,753156.9066,921502.6633,2990401.641,3336905.836,2752534.098,3059689.969
P62166,NCS1,Neuronal calcium sensor 1 OS=Homo sapiens OX=9606 GN=NCS1 PE=1 SV=2,264129.7103,270860.5333,239263.7383,280410.3646,279936.7985,231517.124,262091.093,295024.4701,329600.7398,197619.9924,228336.6623,296278.5929,184819.8247,264915.3546,268237.1706,280476.9602,339995.1922
Q8N4Q0,PTGR3,Prostaglandin reductase 3 OS=Homo sapiens OX=9606 GN=PTGR3 PE=1 SV=1,215617.994,224914.3733,201361.2232,225440.367,213241.2798,208178.1704,194796.0881,213956.894,198731.0592,234253.6846,209059.5945,222731.6372,220884.0025,219017.2285,202620.0464,188375.1931,209014.2306
Q00169,PITPNA,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2,134741.2838,107742.6351,141459.0513,118409.1313,119816.963,130506.4921,142025.9335,152621.4085,179329.1199,98772.95661,113688.291,130067.6064,99433.37494,152148.6983,122059.758,148027.4668,130028.5724
O94953,KDM4B,Lysine-specific demethylase 4B OS=Homo sapiens OX=9606 GN=KDM4B PE=1 SV=4,113451.4459,123185.9865,118208.5911,119911.3437,116802.0561,113759.5151,101774.7484,114853.5493,85633.80973,120383.6004,108078.204,91429.1128,106242.1237,106971.3476,102438.3255,93219.82086,84735.21403
P43681,CHRNA4,Neuronal acetylcholine receptor subunit alpha-4 OS=Homo sapiens OX=9606 GN=CHRNA4 PE=1 SV=2,67325.466,82796.81292,55620.09159,80747.41643,83411.12666,48746.18538,42570.4081,68992.13353,91894.24512,55934.1483,89233.86015,79336.43056,73658.99026,75948.78475,54990.65937,78131.69922,80695.48696
P16519,PCSK2,Neuroendocrine convertase 2 OS=Homo sapiens OX=9606 GN=PCSK2 PE=1 SV=2,213523.2686,196489.5185,214266.3299,200929.3367,190667.9029,275563.4834,276151.083,247738.3981,286476.0478,172368.3174,177356.6359,190206.8727,162336.7629,340760.8646,264795.5433,302341.9277,231019.7143
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2,551062.7066,581504.5099,560311.2543,579750.6533,594469.3694,599143.8336,557723.4515,548832.5837,523006.4942,634799.7502,513808.7381,575404.3691,590492.7251,516115.2182,593101.2904,520459.5549,546020.9043
P07195,LDHB,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,658359.7016,571862.0925,676244.0993,614603.4096,569965.818,618237.6158,710407.6934,732532.0212,822481.6692,506813.5901,673460.6189,625124.0513,565533.4938,692361.6115,508604.2669,685446.2123,630108.6525
Q96PU5,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2,191892.2127,181289.0441,187243.4465,185532.8816,160259.7733,187471.3975,207521.7385,215685.2734,237091.3495,185500.8433,236190.1852,211356.6574,195000.6544,258285.0734,211228.1094,246614.7279,217604.5029
O75822,EIF3J,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,201045.5036,171150.1866,171728.896,171068.4656,155360.4673,183174.6673,209373.3492,191050.3096,214684.376,151594.9921,193620.7377,172621.1766,162426.0341,194797.1251,181113.0504,211256.5467,193976.0144
Q8NFZ8,CADM4,Cell adhesion molecule 4 OS=Homo sapiens OX=9606 GN=CADM4 PE=1 SV=1,423920.1934,409234.5413,451283.0103,429889.6765,399078.5494,348372.5812,400271.5204,404883.8311,414043.8769,371128.2059,578827.9413,482150.178,418626.1954,377734.2391,284505.7885,440659.9941,348513.6894
P37802,TAGLN2,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,303699.6962,306738.1628,314844.1509,307263.1863,306495.5304,355693.193,351671.9763,340712.4345,344644.7898,294572.2075,242938.0857,259642.874,271277.9704,339730.8569,344616.3787,312527.2204,310038.7252
Q8IZD9,DOCK3,Dedicator of cytokinesis protein 3 OS=Homo sapiens OX=9606 GN=DOCK3 PE=1 SV=1,85628.78176,86816.33264,95300.32178,85214.55592,78918.81757,95847.92805,110681.3772,107618.414,118028.6363,81317.9032,105948.5549,83482.69766,91276.1326,98008.20822,100593.2381,124544.9142,108352.1447
Q16864,ATP6V1F,V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2,293116.1239,304458.7373,302243.888,317013.5652,275227.7352,280813.9158,286533.4174,292469.9812,380511.7056,287876.1453,287062.8138,394041.2815,259955.2597,361139.7079,311585.7156,334750.6845,260122.2478
Q9BZQ4,NMNAT2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 OS=Homo sapiens OX=9606 GN=NMNAT2 PE=1 SV=1,66283.99834,66129.46869,74662.47794,66228.46223,61581.67337,68263.88371,75755.99362,71490.77616,65361.93188,58510.02362,85138.22665,64790.09039,51071.18646,54994.83425,57317.08046,83565.09087,56760.40705
Q63HN8,RNF213,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3,41863.45233,43759.38919,47000.33665,34434.12734,50173.48155,41283.50668,37772.64132,28598.0661,28143.14698,42019.04929,,39341.04474,43136.41632,,25173.55417,26628.1668,46279.18716
Q9NUJ1,ABHD10,"Palmitoyl-protein thioesterase ABHD10, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1",626978.5277,663199.7236,652049.8256,644422.743,654241.0963,659272.2859,667065.1588,651756.676,644013.1606,664638.2444,629608.1913,712644.758,629402.0251,669489.6121,693288.7646,702841.4422,665233.2964
Q9P1F3,ABRACL,Costars family protein ABRACL OS=Homo sapiens OX=9606 GN=ABRACL PE=1 SV=1,84598.92027,78833.5903,82328.21864,63922.54841,56184.41301,68615.66872,81860.7821,77571.60088,99893.76966,75962.9101,78977.42171,68140.57967,66099.94656,93603.2197,71554.37629,84368.19933,72558.94254
